location,date,hour,day_of_week,total_slots,occupied_slots,available_slots,bookings,historical_occupancy,occupancy_rate,demand_level
Anna Nagar Center,2026-07-23,21,3,100,91,9,27,90.94,91.0,HIGH
Anna Nagar Center,2026-07-23,22,3,100,22,78,7,17.77,22.0,LOW
Anna Nagar Center,2026-07-23,23,3,100,18,82,9,12.94,18.0,LOW
Guindy Corporate Park,2026-07-23,0,3,180,18,162,9,5.0,10.0,LOW
Guindy Corporate Park,2026-07-23,1,3,180,9,171,3,5.0,5.0,LOW
Guindy Corporate Park,2026-07-23,2,3,180,11,169,5,8.07,6.11,LOW
Guindy Corporate Park,2026-07-23,3,3,180,4,176,2,5.0,2.22,LOW
Guindy Corporate Park,2026-07-23,4,3,180,18,162,8,15.41,10.0,LOW
Guindy Corporate Park,2026-07-23,5,3,180,21,159,6,6.42,11.67,LOW
Guindy Corporate Park,2026-07-23,6,3,180,12,168,3,11.77,6.67,LOW
Guindy Corporate Park,2026-07-23,7,3,180,9,171,4,10.17,5.0,LOW
Guindy Corporate Park,2026-07-23,8,3,180,172,8,37,95.18,95.56,HIGH
Guindy Corporate Park,2026-07-23,9,3,180,139,41,44,76.88,77.22,MEDIUM
Guindy Corporate Park,2026-07-23,10,3,180,146,34,69,86.55,81.11,HIGH
Guindy Corporate Park,2026-07-23,11,3,180,149,31,30,79.1,82.78,HIGH
Guindy Corporate Park,2026-07-23,12,3,180,151,29,47,98.0,83.89,HIGH
Guindy Corporate Park,2026-07-23,13,3,180,155,25,35,86.54,86.11,HIGH
Guindy Corporate Park,2026-07-23,14,3,180,163,17,46,86.48,90.56,HIGH
Guindy Corporate Park,2026-07-23,15,3,180,144,36,30,75.49,80.0,HIGH
Guindy Corporate Park,2026-07-23,16,3,180,142,38,63,77.02,78.89,MEDIUM
Guindy Corporate Park,2026-07-23,17,3,180,126,54,49,69.99,70.0,MEDIUM
Guindy Corporate Park,2026-07-23,18,3,180,135,45,60,67.23,75.0,MEDIUM
Guindy Corporate Park,2026-07-23,19,3,180,87,93,19,56.54,48.33,LOW
Guindy Corporate Park,2026-07-23,20,3,180,47,133,20,21.26,26.11,LOW
Guindy Corporate Park,2026-07-23,21,3,180,56,124,23,23.41,31.11,LOW
Guindy Corporate Park,2026-07-23,22,3,180,50,130,13,35.61,27.78,LOW
Guindy Corporate Park,2026-07-23,23,3,180,20,160,8,5.66,11.11,LOW
Chennai Mall,2026-07-24,0,4,150,19,131,4,6.7,12.67,LOW
Chennai Mall,2026-07-24,1,4,150,31,119,15,13.19,20.67,LOW
Chennai Mall,2026-07-24,2,4,150,24,126,6,16.36,16.0,LOW
Chennai Mall,2026-07-24,3,4,150,15,135,7,16.06,10.0,LOW
Chennai Mall,2026-07-24,4,4,150,28,122,10,18.13,18.67,LOW
Chennai Mall,2026-07-24,5,4,150,25,125,8,13.23,16.67,LOW
Chennai Mall,2026-07-24,6,4,150,21,129,9,16.55,14.0,LOW
Chennai Mall,2026-07-24,7,4,150,28,122,13,18.66,18.67,LOW
Chennai Mall,2026-07-24,8,4,150,17,133,7,16.71,11.33,LOW
Chennai Mall,2026-07-24,9,4,150,4,146,2,12.23,2.67,LOW
Chennai Mall,2026-07-24,10,4,150,7,143,2,5.0,4.67,LOW
Chennai Mall,2026-07-24,11,4,150,7,143,3,11.22,4.67,LOW
Chennai Mall,2026-07-24,12,4,150,73,77,15,53.28,48.67,LOW
Chennai Mall,2026-07-24,13,4,150,75,75,20,53.26,50.0,MEDIUM
Chennai Mall,2026-07-24,14,4,150,89,61,32,56.83,59.33,MEDIUM
Chennai Mall,2026-07-24,15,4,150,86,64,17,54.79,57.33,MEDIUM
Chennai Mall,2026-07-24,16,4,150,19,131,5,10.3,12.67,LOW
Chennai Mall,2026-07-24,17,4,150,98,52,38,76.37,65.33,MEDIUM
Chennai Mall,2026-07-24,18,4,150,136,14,31,87.99,90.67,HIGH
Chennai Mall,2026-07-24,19,4,150,106,44,53,71.0,70.67,MEDIUM
Chennai Mall,2026-07-24,20,4,150,128,22,44,79.94,85.33,HIGH
Chennai Mall,2026-07-24,21,4,150,124,26,34,81.4,82.67,HIGH
Chennai Mall,2026-07-24,22,4,150,43,107,21,28.5,28.67,LOW
Chennai Mall,2026-07-24,23,4,150,61,89,29,39.42,40.67,LOW
T Nagar Commercial Hub,2026-07-24,0,4,120,22,98,8,15.39,18.33,LOW
T Nagar Commercial Hub,2026-07-24,1,4,120,5,115,3,5.0,4.17,LOW
T Nagar Commercial Hub,2026-07-24,2,4,120,19,101,6,17.41,15.83,LOW
T Nagar Commercial Hub,2026-07-24,3,4,120,18,102,8,9.35,15.0,LOW
T Nagar Commercial Hub,2026-07-24,4,4,120,15,105,6,17.79,12.5,LOW
T Nagar Commercial Hub,2026-07-24,5,4,120,2,118,1,15.65,1.67,LOW
T Nagar Commercial Hub,2026-07-24,6,4,120,13,107,5,5.0,10.83,LOW
T Nagar Commercial Hub,2026-07-24,7,4,120,18,102,9,13.32,15.0,LOW
T Nagar Commercial Hub,2026-07-24,8,4,120,15,105,3,5.0,12.5,LOW
T Nagar Commercial Hub,2026-07-24,9,4,120,9,111,3,6.0,7.5,LOW
T Nagar Commercial Hub,2026-07-24,10,4,120,81,39,19,68.88,67.5,MEDIUM
T Nagar Commercial Hub,2026-07-24,11,4,120,82,38,41,65.34,68.33,MEDIUM
T Nagar Commercial Hub,2026-07-24,12,4,120,99,21,43,88.27,82.5,HIGH
T Nagar Commercial Hub,2026-07-24,13,4,120,96,24,24,85.29,80.0,HIGH
T Nagar Commercial Hub,2026-07-24,14,4,120,92,28,35,73.29,76.67,MEDIUM
T Nagar Commercial Hub,2026-07-24,15,4,120,92,28,30,75.83,76.67,MEDIUM
T Nagar Commercial Hub,2026-07-24,16,4,120,94,26,38,77.32,78.33,MEDIUM
T Nagar Commercial Hub,2026-07-24,17,4,120,94,26,23,73.86,78.33,MEDIUM
T Nagar Commercial Hub,2026-07-24,18,4,120,87,33,29,67.39,72.5,MEDIUM
T Nagar Commercial Hub,2026-07-24,19,4,120,95,25,27,83.36,79.17,MEDIUM
T Nagar Commercial Hub,2026-07-24,20,4,120,65,55,32,70.64,54.17,MEDIUM
T Nagar Commercial Hub,2026-07-24,21,4,120,58,62,14,43.61,48.33,LOW
T Nagar Commercial Hub,2026-07-24,22,4,120,50,70,18,47.41,41.67,LOW
T Nagar Commercial Hub,2026-07-24,23,4,120,22,98,10,18.95,18.33,LOW
Velachery Metro Station,2026-07-24,0,4,200,28,172,8,15.48,14.0,LOW
Velachery Metro Station,2026-07-24,1,4,200,37,163,15,23.11,18.5,LOW
Velachery Metro Station,2026-07-24,2,4,200,38,162,15,14.75,19.0,LOW
Velachery Metro Station,2026-07-24,3,4,200,27,173,9,7.95,13.5,LOW
Velachery Metro Station,2026-07-24,4,4,200,28,172,8,17.07,14.0,LOW
Velachery Metro Station,2026-07-24,5,4,200,30,170,10,16.43,15.0,LOW
Velachery Metro Station,2026-07-24,6,4,200,7,193,3,5.0,3.5,LOW
Velachery Metro Station,2026-07-24,7,4,200,179,21,87,81.17,89.5,HIGH
Velachery Metro Station,2026-07-24,8,4,200,200,0,92,98.0,100.0,HIGH
Velachery Metro Station,2026-07-24,9,4,200,181,19,61,90.21,90.5,HIGH
Velachery Metro Station,2026-07-24,10,4,200,186,14,63,93.56,93.0,HIGH
Velachery Metro Station,2026-07-24,11,4,200,157,43,40,71.85,78.5,MEDIUM
Velachery Metro Station,2026-07-24,12,4,200,149,51,56,74.56,74.5,MEDIUM
Velachery Metro Station,2026-07-24,13,4,200,145,55,62,75.86,72.5,MEDIUM
Velachery Metro Station,2026-07-24,14,4,200,144,56,48,71.75,72.0,MEDIUM
Velachery Metro Station,2026-07-24,15,4,200,160,40,75,78.51,80.0,HIGH
Velachery Metro Station,2026-07-24,16,4,200,163,37,37,78.75,81.5,HIGH
Velachery Metro Station,2026-07-24,17,4,200,197,3,95,93.13,98.5,HIGH
Velachery Metro Station,2026-07-24,18,4,200,196,4,51,85.73,98.0,HIGH
Velachery Metro Station,2026-07-24,19,4,200,189,11,81,96.76,94.5,HIGH
Velachery Metro Station,2026-07-24,20,4,200,177,23,71,82.47,88.5,HIGH
Velachery Metro Station,2026-07-24,21,4,200,84,116,29,45.87,42.0,LOW
Velachery Metro Station,2026-07-24,22,4,200,80,120,39,38.22,40.0,LOW
Velachery Metro Station,2026-07-24,23,4,200,102,98,33,46.73,51.0,MEDIUM
OMR IT Park,2026-07-24,0,4,300,14,286,6,8.26,4.67,LOW
OMR IT Park,2026-07-24,1,4,300,21,279,10,17.43,7.0,LOW
OMR IT Park,2026-07-24,2,4,300,9,291,2,5.0,3.0,LOW
OMR IT Park,2026-07-24,3,4,300,14,286,6,5.0,4.67,LOW
OMR IT Park,2026-07-24,4,4,300,15,285,5,5.0,5.0,LOW
OMR IT Park,2026-07-24,5,4,300,13,287,5,5.0,4.33,LOW
OMR IT Park,2026-07-24,6,4,300,19,281,7,7.83,6.33,LOW
OMR IT Park,2026-07-24,7,4,300,10,290,3,5.75,3.33,LOW
OMR IT Park,2026-07-24,8,4,300,271,29,93,79.22,90.33,HIGH
OMR IT Park,2026-07-24,9,4,300,253,47,57,89.38,84.33,HIGH
OMR IT Park,2026-07-24,10,4,300,209,91,59,62.79,69.67,MEDIUM
OMR IT Park,2026-07-24,11,4,300,281,19,121,87.1,93.67,HIGH
OMR IT Park,2026-07-24,12,4,300,250,50,64,82.77,83.33,HIGH
OMR IT Park,2026-07-24,13,4,300,300,0,65,98.0,100.0,HIGH
OMR IT Park,2026-07-24,14,4,300,297,3,131,92.59,99.0,HIGH
OMR IT Park,2026-07-24,15,4,300,262,38,65,87.28,87.33,HIGH
OMR IT Park,2026-07-24,16,4,300,284,16,85,90.93,94.67,HIGH
OMR IT Park,2026-07-24,17,4,300,216,84,91,71.6,72.0,MEDIUM
OMR IT Park,2026-07-24,18,4,300,212,88,51,69.2,70.67,MEDIUM
OMR IT Park,2026-07-24,19,4,300,178,122,42,64.24,59.33,MEDIUM
OMR IT Park,2026-07-24,20,4,300,81,219,17,19.48,27.0,LOW
OMR IT Park,2026-07-24,21,4,300,105,195,30,31.55,35.0,LOW
OMR IT Park,2026-07-24,22,4,300,67,233,25,24.97,22.33,LOW
OMR IT Park,2026-07-24,23,4,300,25,275,12,14.14,8.33,LOW
Anna Nagar Center,2026-07-24,0,4,100,9,91,3,8.52,9.0,LOW
Anna Nagar Center,2026-07-24,1,4,100,2,98,1,12.85,2.0,LOW
Anna Nagar Center,2026-07-24,2,4,100,21,79,6,29.09,21.0,LOW
Anna Nagar Center,2026-07-24,3,4,100,21,79,8,23.7,21.0,LOW
Anna Nagar Center,2026-07-24,4,4,100,11,89,4,12.67,11.0,LOW
Anna Nagar Center,2026-07-24,5,4,100,19,81,8,16.53,19.0,LOW
Anna Nagar Center,2026-07-24,6,4,100,29,71,13,22.81,29.0,LOW
Anna Nagar Center,2026-07-24,7,4,100,16,84,8,5.0,16.0,LOW
Anna Nagar Center,2026-07-24,8,4,100,38,62,11,36.76,38.0,LOW
Anna Nagar Center,2026-07-24,9,4,100,50,50,20,48.14,50.0,MEDIUM
Anna Nagar Center,2026-07-24,10,4,100,47,53,13,50.8,47.0,LOW
Anna Nagar Center,2026-07-24,11,4,100,51,49,19,53.17,51.0,MEDIUM
Anna Nagar Center,2026-07-24,12,4,100,66,34,29,73.19,66.0,MEDIUM
Anna Nagar Center,2026-07-24,13,4,100,77,23,19,76.45,77.0,MEDIUM
Anna Nagar Center,2026-07-24,14,4,100,72,28,27,65.18,72.0,MEDIUM
Anna Nagar Center,2026-07-24,15,4,100,82,18,39,80.98,82.0,HIGH
Anna Nagar Center,2026-07-24,16,4,100,43,57,10,46.55,43.0,LOW
Anna Nagar Center,2026-07-24,17,4,100,61,39,20,55.94,61.0,MEDIUM
Anna Nagar Center,2026-07-24,18,4,100,66,34,33,63.73,66.0,MEDIUM
Anna Nagar Center,2026-07-24,19,4,100,79,21,31,74.64,79.0,MEDIUM
Anna Nagar Center,2026-07-24,20,4,100,86,14,38,84.28,86.0,HIGH
Anna Nagar Center,2026-07-24,21,4,100,76,24,31,73.33,76.0,MEDIUM
Anna Nagar Center,2026-07-24,22,4,100,19,81,5,25.19,19.0,LOW
Anna Nagar Center,2026-07-24,23,4,100,10,90,3,11.59,10.0,LOW
Guindy Corporate Park,2026-07-24,0,4,180,17,163,4,13.55,9.44,LOW
Guindy Corporate Park,2026-07-24,1,4,180,8,172,3,14.54,4.44,LOW
Guindy Corporate Park,2026-07-24,2,4,180,6,174,2,9.56,3.33,LOW
Guindy Corporate Park,2026-07-24,3,4,180,23,157,6,16.23,12.78,LOW
Guindy Corporate Park,2026-07-24,4,4,180,10,170,3,11.68,5.56,LOW
Guindy Corporate Park,2026-07-24,5,4,180,13,167,5,12.29,7.22,LOW
Guindy Corporate Park,2026-07-24,6,4,180,6,174,2,5.0,3.33,LOW
Guindy Corporate Park,2026-07-24,7,4,180,5,175,2,5.0,2.78,LOW
Guindy Corporate Park,2026-07-24,8,4,180,173,7,84,94.2,96.11,HIGH
Guindy Corporate Park,2026-07-24,9,4,180,159,21,35,94.58,88.33,HIGH
Guindy Corporate Park,2026-07-24,10,4,180,126,54,53,71.7,70.0,MEDIUM
Guindy Corporate Park,2026-07-24,11,4,180,172,8,81,93.07,95.56,HIGH
Guindy Corporate Park,2026-07-24,12,4,180,145,35,63,81.95,80.56,HIGH
Guindy Corporate Park,2026-07-24,13,4,180,157,23,59,90.08,87.22,HIGH
Guindy Corporate Park,2026-07-24,14,4,180,150,30,42,82.59,83.33,HIGH
Guindy Corporate Park,2026-07-24,15,4,180,177,3,36,90.4,98.33,HIGH
Guindy Corporate Park,2026-07-24,16,4,180,152,28,75,72.29,84.44,HIGH
Guindy Corporate Park,2026-07-24,17,4,180,108,72,47,61.91,60.0,MEDIUM
Guindy Corporate Park,2026-07-24,18,4,180,94,86,37,55.34,52.22,MEDIUM
Guindy Corporate Park,2026-07-24,19,4,180,106,74,41,63.91,58.89,MEDIUM
Guindy Corporate Park,2026-07-24,20,4,180,28,152,13,14.12,15.56,LOW
Guindy Corporate Park,2026-07-24,21,4,180,34,146,8,20.04,18.89,LOW
Guindy Corporate Park,2026-07-24,22,4,180,52,128,23,22.37,28.89,LOW
Guindy Corporate Park,2026-07-24,23,4,180,15,165,7,5.0,8.33,LOW
Chennai Mall,2026-07-25,0,5,150,36,114,17,19.14,24.0,LOW
Chennai Mall,2026-07-25,1,5,150,24,126,6,22.27,16.0,LOW
Chennai Mall,2026-07-25,2,5,150,14,136,6,12.56,9.33,LOW
Chennai Mall,2026-07-25,3,5,150,25,125,12,17.93,16.67,LOW
Chennai Mall,2026-07-25,4,5,150,28,122,9,17.84,18.67,LOW
Chennai Mall,2026-07-25,5,5,150,38,112,9,28.96,25.33,LOW
Chennai Mall,2026-07-25,6,5,150,55,95,24,29.29,36.67,LOW
Chennai Mall,2026-07-25,7,5,150,40,110,18,25.74,26.67,LOW
Chennai Mall,2026-07-25,8,5,150,21,129,5,16.95,14.0,LOW
Chennai Mall,2026-07-25,9,5,150,24,126,12,5.0,16.0,LOW
Chennai Mall,2026-07-25,10,5,150,28,122,9,18.72,18.67,LOW
Chennai Mall,2026-07-25,11,5,150,112,38,48,82.29,74.67,MEDIUM
Chennai Mall,2026-07-25,12,5,150,117,33,31,76.96,78.0,MEDIUM
Chennai Mall,2026-07-25,13,5,150,137,13,48,92.7,91.33,HIGH
Chennai Mall,2026-07-25,14,5,150,128,22,35,95.78,85.33,HIGH
Chennai Mall,2026-07-25,15,5,150,133,17,33,84.91,88.67,HIGH
Chennai Mall,2026-07-25,16,5,150,139,11,68,91.38,92.67,HIGH
Chennai Mall,2026-07-25,17,5,150,146,4,39,98.0,97.33,HIGH
Chennai Mall,2026-07-25,18,5,150,142,8,39,96.56,94.67,HIGH
Chennai Mall,2026-07-25,19,5,150,134,16,56,95.74,89.33,HIGH
Chennai Mall,2026-07-25,20,5,150,132,18,33,97.12,88.0,HIGH
Chennai Mall,2026-07-25,21,5,150,132,18,38,97.81,88.0,HIGH
Chennai Mall,2026-07-25,22,5,150,57,93,25,36.9,38.0,LOW
Chennai Mall,2026-07-25,23,5,150,86,64,22,50.65,57.33,MEDIUM
T Nagar Commercial Hub,2026-07-25,0,5,120,50,70,16,34.1,41.67,LOW
T Nagar Commercial Hub,2026-07-25,1,5,120,23,97,7,15.95,19.17,LOW
T Nagar Commercial Hub,2026-07-25,2,5,120,28,92,7,25.73,23.33,LOW
T Nagar Commercial Hub,2026-07-25,3,5,120,25,95,11,11.53,20.83,LOW
T Nagar Commercial Hub,2026-07-25,4,5,120,26,94,9,24.25,21.67,LOW
T Nagar Commercial Hub,2026-07-25,5,5,120,36,84,12,34.11,30.0,LOW
T Nagar Commercial Hub,2026-07-25,6,5,120,18,102,4,21.26,15.0,LOW
T Nagar Commercial Hub,2026-07-25,7,5,120,51,69,21,42.75,42.5,LOW
T Nagar Commercial Hub,2026-07-25,8,5,120,51,69,20,48.44,42.5,LOW
T Nagar Commercial Hub,2026-07-25,9,5,120,37,83,18,36.76,30.83,LOW
T Nagar Commercial Hub,2026-07-25,10,5,120,34,86,11,36.27,28.33,LOW
T Nagar Commercial Hub,2026-07-25,11,5,120,115,5,48,90.56,95.83,HIGH
T Nagar Commercial Hub,2026-07-25,12,5,120,108,12,30,98.0,90.0,HIGH
T Nagar Commercial Hub,2026-07-25,13,5,120,120,0,25,93.76,100.0,HIGH
T Nagar Commercial Hub,2026-07-25,14,5,120,106,14,31,78.3,88.33,HIGH
T Nagar Commercial Hub,2026-07-25,15,5,120,95,25,24,77.06,79.17,MEDIUM
T Nagar Commercial Hub,2026-07-25,16,5,120,99,21,32,90.84,82.5,HIGH
T Nagar Commercial Hub,2026-07-25,17,5,120,120,0,35,96.92,100.0,HIGH
T Nagar Commercial Hub,2026-07-25,18,5,120,108,12,41,76.08,90.0,HIGH
T Nagar Commercial Hub,2026-07-25,19,5,120,101,19,20,91.76,84.17,HIGH
T Nagar Commercial Hub,2026-07-25,20,5,120,106,14,23,94.49,88.33,HIGH
T Nagar Commercial Hub,2026-07-25,21,5,120,113,7,54,97.28,94.17,HIGH
T Nagar Commercial Hub,2026-07-25,22,5,120,42,78,9,35.93,35.0,LOW
T Nagar Commercial Hub,2026-07-25,23,5,120,16,104,6,17.34,13.33,LOW
Velachery Metro Station,2026-07-25,0,5,200,97,103,30,39.22,48.5,LOW
Velachery Metro Station,2026-07-25,1,5,200,74,126,34,34.95,37.0,LOW
Velachery Metro Station,2026-07-25,2,5,200,93,107,31,47.86,46.5,LOW
Velachery Metro Station,2026-07-25,3,5,200,79,121,25,40.69,39.5,LOW
Velachery Metro Station,2026-07-25,4,5,200,40,160,15,20.58,20.0,LOW
Velachery Metro Station,2026-07-25,5,5,200,62,138,30,40.25,31.0,LOW
Velachery Metro Station,2026-07-25,6,5,200,52,148,25,28.78,26.0,LOW
Velachery Metro Station,2026-07-25,7,5,200,57,143,16,28.48,28.5,LOW
Velachery Metro Station,2026-07-25,8,5,200,67,133,17,39.02,33.5,LOW
Velachery Metro Station,2026-07-25,9,5,200,54,146,15,31.9,27.0,LOW
Velachery Metro Station,2026-07-25,10,5,200,94,106,19,51.45,47.0,LOW
Velachery Metro Station,2026-07-25,11,5,200,61,139,28,24.19,30.5,LOW
Velachery Metro Station,2026-07-25,12,5,200,72,128,20,27.31,36.0,LOW
Velachery Metro Station,2026-07-25,13,5,200,53,147,11,29.51,26.5,LOW
Velachery Metro Station,2026-07-25,14,5,200,72,128,31,29.69,36.0,LOW
Velachery Metro Station,2026-07-25,15,5,200,89,111,25,45.58,44.5,LOW
Velachery Metro Station,2026-07-25,16,5,200,59,141,17,32.31,29.5,LOW
Velachery Metro Station,2026-07-25,17,5,200,57,143,24,47.23,28.5,LOW
Velachery Metro Station,2026-07-25,18,5,200,67,133,24,38.17,33.5,LOW
Velachery Metro Station,2026-07-25,19,5,200,45,155,13,18.08,22.5,LOW
Velachery Metro Station,2026-07-25,20,5,200,50,150,18,28.01,25.0,LOW
Velachery Metro Station,2026-07-25,21,5,200,66,134,26,26.57,33.0,LOW
Velachery Metro Station,2026-07-25,22,5,200,76,124,32,35.52,38.0,LOW
Velachery Metro Station,2026-07-25,23,5,200,45,155,12,18.94,22.5,LOW
OMR IT Park,2026-07-25,0,5,300,20,280,7,5.0,6.67,LOW
OMR IT Park,2026-07-25,1,5,300,44,256,13,13.42,14.67,LOW
OMR IT Park,2026-07-25,2,5,300,37,263,11,8.71,12.33,LOW
OMR IT Park,2026-07-25,3,5,300,51,249,19,6.02,17.0,LOW
OMR IT Park,2026-07-25,4,5,300,34,266,16,10.71,11.33,LOW
OMR IT Park,2026-07-25,5,5,300,52,248,14,9.01,17.33,LOW
OMR IT Park,2026-07-25,6,5,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-07-25,7,5,300,53,247,13,17.5,17.67,LOW
OMR IT Park,2026-07-25,8,5,300,45,255,12,19.07,15.0,LOW
OMR IT Park,2026-07-25,9,5,300,36,264,17,17.11,12.0,LOW
OMR IT Park,2026-07-25,10,5,300,21,279,9,5.0,7.0,LOW
OMR IT Park,2026-07-25,11,5,300,20,280,9,7.16,6.67,LOW
OMR IT Park,2026-07-25,12,5,300,35,265,14,5.0,11.67,LOW
OMR IT Park,2026-07-25,13,5,300,61,239,21,14.55,20.33,LOW
OMR IT Park,2026-07-25,14,5,300,21,279,8,12.44,7.0,LOW
OMR IT Park,2026-07-25,15,5,300,56,244,26,19.14,18.67,LOW
OMR IT Park,2026-07-25,16,5,300,15,285,4,9.31,5.0,LOW
OMR IT Park,2026-07-25,17,5,300,63,237,28,9.91,21.0,LOW
OMR IT Park,2026-07-25,18,5,300,43,257,18,11.9,14.33,LOW
OMR IT Park,2026-07-25,19,5,300,27,273,9,5.0,9.0,LOW
OMR IT Park,2026-07-25,20,5,300,24,276,12,12.14,8.0,LOW
OMR IT Park,2026-07-25,21,5,300,59,241,29,21.23,19.67,LOW
OMR IT Park,2026-07-25,22,5,300,34,266,7,5.0,11.33,LOW
OMR IT Park,2026-07-25,23,5,300,53,247,19,12.74,17.67,LOW
Anna Nagar Center,2026-07-25,0,5,100,42,58,10,50.77,42.0,LOW
Anna Nagar Center,2026-07-25,1,5,100,22,78,10,22.74,22.0,LOW
Anna Nagar Center,2026-07-25,2,5,100,20,80,9,18.95,20.0,LOW
Anna Nagar Center,2026-07-25,3,5,100,36,64,9,25.86,36.0,LOW
Anna Nagar Center,2026-07-25,4,5,100,21,79,5,19.87,21.0,LOW
Anna Nagar Center,2026-07-25,5,5,100,13,87,5,19.33,13.0,LOW
Anna Nagar Center,2026-07-25,6,5,100,21,79,10,15.32,21.0,LOW
Anna Nagar Center,2026-07-25,7,5,100,30,70,14,36.04,30.0,LOW
Anna Nagar Center,2026-07-25,8,5,100,24,76,7,30.29,24.0,LOW
Anna Nagar Center,2026-07-25,9,5,100,19,81,9,22.14,19.0,LOW
Anna Nagar Center,2026-07-25,10,5,100,18,82,4,18.2,18.0,LOW
Anna Nagar Center,2026-07-25,11,5,100,36,64,8,34.17,36.0,LOW
Anna Nagar Center,2026-07-25,12,5,100,92,8,21,89.15,92.0,HIGH
Anna Nagar Center,2026-07-25,13,5,100,81,19,18,91.54,81.0,HIGH
Anna Nagar Center,2026-07-25,14,5,100,83,17,32,80.97,83.0,HIGH
Anna Nagar Center,2026-07-25,15,5,100,83,17,35,79.7,83.0,HIGH
Anna Nagar Center,2026-07-25,16,5,100,92,8,39,89.78,92.0,HIGH
Anna Nagar Center,2026-07-25,17,5,100,75,25,20,79.99,75.0,MEDIUM
Anna Nagar Center,2026-07-25,18,5,100,87,13,38,84.89,87.0,HIGH
Anna Nagar Center,2026-07-25,19,5,100,89,11,30,82.45,89.0,HIGH
Anna Nagar Center,2026-07-25,20,5,100,83,17,27,84.89,83.0,HIGH
Anna Nagar Center,2026-07-25,21,5,100,81,19,34,89.95,81.0,HIGH
Anna Nagar Center,2026-07-25,22,5,100,80,20,31,78.53,80.0,HIGH
Anna Nagar Center,2026-07-25,23,5,100,40,60,9,36.62,40.0,LOW
Guindy Corporate Park,2026-07-25,0,5,180,6,174,2,10.04,3.33,LOW
Guindy Corporate Park,2026-07-25,1,5,180,23,157,5,5.14,12.78,LOW
Guindy Corporate Park,2026-07-25,2,5,180,34,146,16,18.32,18.89,LOW
Guindy Corporate Park,2026-07-25,3,5,180,18,162,8,5.0,10.0,LOW
Guindy Corporate Park,2026-07-25,4,5,180,13,167,3,9.57,7.22,LOW
Guindy Corporate Park,2026-07-25,5,5,180,24,156,6,12.87,13.33,LOW
Guindy Corporate Park,2026-07-25,6,5,180,21,159,10,8.57,11.67,LOW
Guindy Corporate Park,2026-07-25,7,5,180,15,165,5,7.45,8.33,LOW
Guindy Corporate Park,2026-07-25,8,5,180,13,167,5,5.0,7.22,LOW
Guindy Corporate Park,2026-07-25,9,5,180,18,162,5,12.14,10.0,LOW
Guindy Corporate Park,2026-07-25,10,5,180,34,146,8,10.59,18.89,LOW
Guindy Corporate Park,2026-07-25,11,5,180,30,150,8,7.84,16.67,LOW
Guindy Corporate Park,2026-07-25,12,5,180,31,149,6,17.75,17.22,LOW
Guindy Corporate Park,2026-07-25,13,5,180,14,166,6,7.01,7.78,LOW
Guindy Corporate Park,2026-07-25,14,5,180,18,162,6,9.95,10.0,LOW
Guindy Corporate Park,2026-07-25,15,5,180,28,152,13,16.56,15.56,LOW
Guindy Corporate Park,2026-07-25,16,5,180,11,169,2,7.46,6.11,LOW
Guindy Corporate Park,2026-07-25,17,5,180,35,145,13,25.98,19.44,LOW
Guindy Corporate Park,2026-07-25,18,5,180,36,144,12,12.61,20.0,LOW
Guindy Corporate Park,2026-07-25,19,5,180,26,154,8,17.23,14.44,LOW
Guindy Corporate Park,2026-07-25,20,5,180,23,157,6,21.87,12.78,LOW
Guindy Corporate Park,2026-07-25,21,5,180,5,175,2,9.38,2.78,LOW
Guindy Corporate Park,2026-07-25,22,5,180,39,141,14,16.3,21.67,LOW
Guindy Corporate Park,2026-07-25,23,5,180,30,150,9,22.82,16.67,LOW
Chennai Mall,2026-07-26,0,6,150,19,131,8,23.56,12.67,LOW
Chennai Mall,2026-07-26,1,6,150,45,105,11,29.08,30.0,LOW
Chennai Mall,2026-07-26,2,6,150,12,138,3,5.95,8.0,LOW
Chennai Mall,2026-07-26,3,6,150,42,108,16,26.28,28.0,LOW
Chennai Mall,2026-07-26,4,6,150,14,136,5,8.55,9.33,LOW
Chennai Mall,2026-07-26,5,6,150,8,142,2,14.88,5.33,LOW
Chennai Mall,2026-07-26,6,6,150,10,140,2,12.53,6.67,LOW
Chennai Mall,2026-07-26,7,6,150,5,145,1,10.04,3.33,LOW
Chennai Mall,2026-07-26,8,6,150,27,123,10,17.86,18.0,LOW
Chennai Mall,2026-07-26,9,6,150,34,116,14,11.68,22.67,LOW
Chennai Mall,2026-07-26,10,6,150,41,109,19,11.75,27.33,LOW
Chennai Mall,2026-07-26,11,6,150,129,21,30,85.65,86.0,HIGH
Chennai Mall,2026-07-26,12,6,150,120,30,35,82.4,80.0,HIGH
Chennai Mall,2026-07-26,13,6,150,124,26,31,74.66,82.67,HIGH
Chennai Mall,2026-07-26,14,6,150,116,34,36,90.65,77.33,MEDIUM
Chennai Mall,2026-07-26,15,6,150,132,18,36,77.78,88.0,HIGH
Chennai Mall,2026-07-26,16,6,150,138,12,32,98.0,92.0,HIGH
Chennai Mall,2026-07-26,17,6,150,121,29,25,87.24,80.67,HIGH
Chennai Mall,2026-07-26,18,6,150,135,15,62,89.95,90.0,HIGH
Chennai Mall,2026-07-26,19,6,150,130,20,44,87.52,86.67,HIGH
